item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
1025,Asteroid_Sample_Container,27.0,27.7,27.1,4.9,61,,1278,Lab
1026,Protein_Bars,32.8,40.4,43.1,28.56,40,,218,Storage_Bay
1027,Solar_Panel,91.5,64.5,2.4,11.2,49,,1228,External_Storage
1028,Tool_Kit,16.8,20.1,29.4,9.8,95,,20,Storage_Bay
1029,Waste_Management_Kit,14.9,22.9,28.6,8.1,74,,92,Engineering_Bay
1030,Cooling_System,22.8,21.7,37.4,9.25,35,,1508,Power_Bay
1031,Antibiotic_Supply,49.8,22.2,41.0,22.66,26,2025-09-20,2100,Lab
1032,Protein_Bars,48.3,26.9,14.8,9.61,92,,1596,Crew_Quarters
1033,Water_Purification_Unit,15.0,37.0,49.0,13.6,18,,3559,Life_Support
1034,Battery_Pack,34.5,39.2,19.3,13.05,71,,344,Power_Bay
1035,Laptop,20.7,14.6,12.4,1.87,95,,2909,Command_Center
1036,Vacuum_Sealed_Tools,19.7,37.7,39.0,14.48,81,,4717,Storage_Bay
1037,Helmet_Visor,20.2,49.9,47.6,23.99,74,,256,Storage_Bay
1038,Oxygen_Cylinder,17.5,15.0,65.7,21.2,63,,1691,Medical_Bay
1039,Space_Suit,15.3,41.9,42.8,13.72,61,,4900,Storage_Bay
1040,Emergency_Beacon,47.3,40.1,44.5,42.2,51,,2795,Cockpit
1041,LED_Work_Light,47.8,19.9,42.9,20.4,91,,995,Maintenance_Bay
1042,Navigation_Module,31.9,49.9,32.0,25.47,71,,1038,Command_Center
1043,Vacuum_Sealed_Tools,37.0,27.4,37.7,19.11,72,,3429,Maintenance_Bay
1044,First_Aid_Kit,26.4,11.7,13.3,5.1,69,,50,Medical_Bay
1045,Pressure_Regulator,49.9,17.3,15.7,6.78,67,,4510,Airlock
1046,Food_Packet,24.0,25.2,17.0,8.4,72,2025-10-30,96,Crew_Quarters
1047,Emergency_Oxygen_Mask,11.6,43.2,26.8,6.72,32,,3877,Crew_Quarters
1048,Oxygen_Cylinder,17.2,21.0,66.8,12.3,25,,2220,Crew_Quarters
1049,EV_Suit_Battery,46.6,23.3,16.5,8.96,70,,112,Airlock
1050,3D_Printer,12.1,42.2,17.8,4.54,85,,895,Engineering_Bay
1051,Space_Suit,40.0,48.1,25.9,24.92,44,,321,Storage_Bay
1052,Cooling_System,36.3,26.6,34.5,16.66,93,,3522,Power_Bay
1053,Vacuum_Sealed_Tools,43.6,18.0,16.9,6.63,78,,2392,Storage_Bay
1054,Space_Suit,36.5,27.6,11.6,5.84,21,,4926,Airlock
1055,Vacuum_Sealed_Tools,35.2,38.3,11.9,8.02,57,,4814,Maintenance_Bay
1056,Research_Samples,28.1,27.7,16.0,3.9,97,,527,Storage_Bay
1057,Space_Suit,34.5,23.3,15.1,6.07,84,,2283,Airlock
1058,First_Aid_Kit,17.0,13.0,20.7,1.3,25,,56,Medical_Bay
1059,Fire_Extinguisher,41.9,36.7,29.2,22.45,48,,3172,Crew_Quarters
1060,Radiation_Shield,32.8,37.3,25.1,15.35,46,,3443,Storage_Bay
1061,Communication_Device,38.7,31.3,30.1,18.23,69,,1208,Crew_Quarters
1062,Emergency_Beacon,28.7,28.0,36.1,14.5,19,,1590,Cockpit
1063,CO2_Scrubber,26.8,16.7,14.9,3.33,56,,861,Life_Support
1064,Navigation_Module,28.6,38.6,28.5,15.73,84,,2372,Cockpit
1065,Solar_Panel,77.9,87.8,2.0,6.4,58,,1566,Power_Bay
1066,Thruster_Fuel,48.8,22.3,34.2,18.61,38,,2727,Engine_Bay
1067,Emergency_Oxygen_Mask,45.3,13.8,37.8,11.82,50,,4349,Medical_Bay
1068,Food_Packet,25.2,10.1,14.8,2.6,48,2025-12-04,66,Crew_Quarters
1069,Scientific_Sensor,17.2,31.9,15.6,4.28,86,,1265,Cockpit
1070,Scientific_Sensor,20.7,12.7,33.3,4.38,57,,1726,Lab
1071,Water_Bottle,36.1,43.9,23.3,18.46,88,,3260,Storage_Bay
1072,LED_Work_Light,21.9,34.9,43.8,16.74,93,,2836,Maintenance_Bay
1073,Research_Samples,14.9,18.0,12.8,1.7,51,,3695,Storage_Bay
1074,Space_Suit,39.9,42.4,11.3,9.56,27,,2585,Airlock
1075,Asteroid_Sample_Container,22.1,21.7,12.4,1.7,15,,4478,Storage_Bay
1076,Battery_Pack,27.2,37.4,37.2,18.92,23,,931,External_Storage
1077,Tool_Kit,23.7,20.1,24.1,9.8,36,,35,Maintenance_Bay
1078,Solar_Panel,88.8,54.1,1.3,7.6,97,,283,External_Storage
1079,First_Aid_Kit,27.1,11.7,20.1,9.1,7,,75,Medical_Bay
1080,Water_Purification_Unit,33.1,17.0,19.0,5.35,77,,4664,Life_Support
1081,Tool_Kit,22.9,29.1,16.6,3.0,76,,71,Storage_Bay
1082,Food_Packet,13.5,23.2,11.1,3.0,96,2026-08-05,94,Storage_Bay
1083,Radiation_Shield,14.8,10.5,33.8,2.63,91,,1340,Storage_Bay
1084,Protein_Bars,38.5,22.0,31.0,13.13,41,,1845,Storage_Bay
1085,Tool_Kit,29.3,25.0,21.8,7.5,52,,61,Storage_Bay
1086,Thruster_Fuel,44.2,19.4,41.0,17.58,10,,2789,Engine_Bay
1087,Handheld_Spectrometer,11.3,36.6,13.9,2.87,4,,3159,Lab
1088,Space_Suit,30.5,44.2,19.2,12.94,25,,3549,Airlock
1089,Radiation_Shield,11.0,16.4,23.9,2.16,5,,4785,Storage_Bay
1090,Asteroid_Sample_Container,11.8,17.6,15.3,5.8,15,,980,Storage_Bay
1091,Thruster_Fuel,41.8,46.1,20.1,19.37,38,,2135,Engine_Bay
1092,Pressure_Regulator,23.2,17.2,26.9,5.37,67,,700,Airlock
1093,Emergency_Oxygen_Mask,45.1,49.9,37.7,42.42,82,,3715,Medical_Bay
1094,Medical_Scanner,22.9,29.0,44.0,14.61,47,2027-02-02,8,Lab
1095,Handheld_Spectrometer,36.6,44.0,20.7,16.67,45,,2111,Lab
1096,Communication_Device,22.7,47.9,15.0,8.15,3,,1393,Crew_Quarters
1097,First_Aid_Kit,13.1,27.1,20.4,9.4,56,,54,Crew_Quarters
1098,Antibiotic_Supply,35.5,14.6,12.2,3.16,58,2026-11-11,4939,Lab
1099,Oxygen_Cylinder,15.6,24.1,81.5,26.7,53,,4518,Crew_Quarters
1100,Water_Purification_Unit,12.3,46.3,29.2,8.31,62,,572,Crew_Quarters
1101,Oxygen_Cylinder,22.0,29.5,56.8,17.5,95,,1955,Airlock
1102,Thruster_Fuel,34.2,45.9,19.3,15.15,24,,1996,Storage_Bay
1103,Water_Purification_Unit,40.9,25.0,41.7,21.32,33,,3583,Life_Support
1104,Vacuum_Sealed_Tools,28.1,34.7,42.3,20.62,97,,1541,Maintenance_Bay
1105,Gyroscope_Module,30.7,38.6,28.3,16.77,5,,598,Cockpit
1106,Lab_Microscope,49.1,32.9,22.7,18.33,20,,1950,Lab
1107,Vacuum_Sealed_Tools,18.5,39.9,18.1,6.68,68,,3905,Storage_Bay
1108,Battery_Pack,17.2,22.1,16.9,3.21,89,,324,External_Storage
1109,Asteroid_Sample_Container,25.5,29.5,10.3,5.9,49,,2077,Storage_Bay
1110,Pressure_Regulator,13.2,12.5,49.4,4.08,44,,2732,Airlock
1111,Fire_Extinguisher,13.0,49.6,38.4,12.38,5,,1600,Crew_Quarters
1112,Space_Suit,39.2,45.1,20.1,17.77,51,,1822,Airlock
1113,Tool_Kit,25.5,28.2,22.7,1.7,86,,51,Storage_Bay
1114,Space_Suit,12.1,48.9,46.8,13.85,67,,3463,Airlock
1115,Battery_Pack,21.6,48.0,11.0,5.7,54,,265,Power_Bay
1116,Space_Suit,24.7,32.3,23.5,9.37,98,,3056,Storage_Bay
1117,Navigation_Module,17.0,15.7,11.4,1.52,37,,936,Cockpit
1118,Water_Purification_Unit,18.3,25.3,27.2,6.3,87,,984,Life_Support
1119,Communication_Device,29.8,18.1,20.9,5.64,81,,87,Crew_Quarters
1120,Helmet_Visor,11.6,44.3,46.2,11.87,8,,2809,Crew_Quarters
1121,Laptop,14.7,46.1,45.8,15.52,8,,3506,Crew_Quarters
1122,Battery_Pack,50.0,27.2,17.6,11.97,86,,753,Power_Bay
1123,Fire_Extinguisher,37.8,11.2,38.2,8.09,48,,1698,Crew_Quarters
1124,Medical_Scanner,10.1,12.6,31.5,2.0,12,2025-11-01,69,Lab
1125,Asteroid_Sample_Container,20.8,28.4,11.5,4.7,24,,3104,Storage_Bay
1126,LED_Work_Light,42.6,23.4,21.5,10.72,97,,4066,Maintenance_Bay
1127,Scientific_Sensor,28.5,23.3,35.6,11.82,26,,1585,Lab
1128,Handheld_Spectrometer,23.5,18.5,23.7,5.15,25,,4359,Engineering_Bay
1129,Asteroid_Sample_Container,23.0,24.4,12.4,1.9,100,,1511,Storage_Bay
1130,Lab_Microscope,34.7,30.7,31.1,16.57,69,,879,Lab
1131,Water_Purification_Unit,26.5,21.2,34.6,9.72,84,,1413,Crew_Quarters
1132,Medical_Scanner,38.9,35.4,34.1,23.48,60,2025-06-30,82,Lab
1133,Protein_Bars,29.2,44.5,46.5,30.21,23,,65,Crew_Quarters
1134,Food_Packet,28.6,18.3,26.6,2.0,7,2025-10-11,49,Storage_Bay
1135,Laptop,38.8,38.2,42.9,31.79,61,,1219,Crew_Quarters
1136,Handheld_Spectrometer,44.1,31.0,21.7,14.83,86,,4255,Lab
1137,Antibiotic_Supply,41.0,28.5,25.5,14.9,74,2026-10-11,4632,Medical_Bay
1138,Circuit_Board,29.1,23.2,32.1,10.84,13,,1106,Storage_Bay
1139,Emergency_Oxygen_Mask,49.0,20.6,33.2,16.76,92,,4682,Crew_Quarters
1140,Medical_Scanner,25.3,14.8,18.3,3.43,70,2026-12-15,31,Medical_Bay
1141,Handheld_Spectrometer,25.6,26.1,38.4,12.83,17,,4780,Engineering_Bay
1142,Helmet_Visor,30.0,20.3,21.6,6.58,17,,972,Crew_Quarters
1143,Vacuum_Sealed_Tools,38.6,26.9,18.0,9.35,37,,1985,Maintenance_Bay
1144,Antibiotic_Supply,39.1,13.9,25.6,6.96,20,2025-10-25,2366,Medical_Bay
1145,Scientific_Sensor,24.7,22.0,20.2,5.49,44,,4024,Cockpit
1146,Solar_Panel,42.6,72.3,2.3,12.0,94,,4779,External_Storage
1147,Navigation_Module,20.8,48.8,36.1,18.32,66,,4043,Command_Center
1148,Oxygen_Cylinder,23.5,26.3,95.0,32.8,91,,4124,Crew_Quarters
1149,Research_Samples,23.1,14.6,25.3,6.7,79,,3742,Storage_Bay
1150,Circuit_Board,24.8,17.5,36.0,7.81,25,,4248,Storage_Bay
1151,Water_Purification_Unit,28.5,29.6,37.4,15.78,89,,4650,Life_Support
1152,Tether_Reel,28.0,19.6,48.0,13.17,78,,3417,Airlock
1153,Tool_Kit,21.6,23.2,14.8,7.7,65,,25,Storage_Bay
1154,Medical_Scanner,14.7,49.8,48.6,17.79,40,2026-08-20,90,Medical_Bay
1155,Antibiotic_Supply,20.5,11.9,18.9,2.31,16,2026-04-27,2202,Lab
1156,Oxygen_Cylinder,30.0,15.6,73.6,46.9,96,,3664,Airlock
1157,Protein_Bars,45.1,42.7,41.1,39.57,77,,2799,Storage_Bay
1158,Battery_Pack,20.3,11.3,46.4,5.32,89,,746,External_Storage
1159,Vacuum_Sealed_Tools,29.4,33.1,10.5,5.11,13,,3391,Maintenance_Bay
1160,Tool_Kit,18.7,25.4,11.9,7.8,45,,47,Storage_Bay
1161,Waste_Management_Kit,23.4,23.1,21.7,4.0,16,,16,Engineering_Bay
1162,Circuit_Board,47.5,15.5,48.1,17.71,75,,800,Engineering_Bay
1163,Protein_Bars,46.4,10.6,40.4,9.94,75,,1045,Crew_Quarters
1164,Tool_Kit,15.9,26.5,22.9,9.3,71,,79,Storage_Bay
1165,Pressure_Regulator,28.0,20.9,16.9,4.94,13,,676,Engineering_Bay
1166,Pressure_Regulator,21.4,40.3,23.2,10.0,80,,2117,Engineering_Bay
1167,Vacuum_Sealed_Tools,35.6,44.2,21.7,17.07,68,,4748,Storage_Bay
1168,Water_Bottle,48.3,24.1,25.9,15.07,84,,507,Storage_Bay
1169,Medical_Scanner,33.7,38.8,14.6,9.55,54,2026-10-11,42,Medical_Bay
1170,Microgravity_Lab_Kit,25.9,13.7,22.9,2.7,52,,78,Lab
1171,Emergency_Oxygen_Mask,34.2,36.3,11.1,6.89,1,,3854,Crew_Quarters
1172,Space_Suit,39.4,14.0,33.0,9.1,14,,2109,Airlock
1173,Microgravity_Lab_Kit,10.8,22.1,12.4,3.9,42,,91,Lab
1174,Scientific_Sensor,23.2,47.3,33.1,18.16,67,,2536,Lab
1175,Handheld_Spectrometer,16.5,30.9,40.1,10.22,99,,2921,Lab
1176,Battery_Pack,19.9,12.3,12.7,1.55,42,,741,External_Storage
1177,Fire_Extinguisher,11.1,24.6,45.1,6.16,61,,4892,Crew_Quarters
1178,Circuit_Board,40.4,12.9,25.3,6.59,64,,1229,Storage_Bay
1179,Laptop,28.7,46.5,43.6,29.09,36,,104,Command_Center
1180,3D_Printer,39.1,31.3,23.6,14.44,66,,3652,Lab
1181,Tether_Reel,18.6,33.9,34.3,10.81,75,,4760,Airlock
1182,Oxygen_Cylinder,28.1,16.5,43.4,39.4,38,,1155,Medical_Bay
1183,Vacuum_Sealed_Tools,30.9,44.5,40.5,27.84,96,,1517,Storage_Bay
1184,Emergency_Beacon,17.5,17.9,14.3,2.24,17,,1432,Cockpit
1185,Research_Samples,11.1,20.4,18.0,2.1,41,,3536,Storage_Bay
1186,Solar_Panel,70.7,76.3,1.5,19.5,39,,2680,External_Storage
1187,Water_Bottle,38.0,12.6,42.0,10.05,41,,1908,Storage_Bay
1188,Gyroscope_Module,45.7,40.8,36.1,33.66,3,,2468,Engineering_Bay
1189,Thruster_Fuel,15.0,12.5,24.6,2.31,55,,2562,Engine_Bay
1190,Communication_Device,40.8,11.6,33.0,7.81,21,,3024,Command_Center
1191,Asteroid_Sample_Container,24.0,23.1,11.9,9.0,23,,3503,Storage_Bay
1192,Asteroid_Sample_Container,23.7,27.5,18.4,2.7,21,,2297,Lab
1193,Asteroid_Sample_Container,12.6,14.2,18.4,3.6,21,,4085,Lab
1194,Gyroscope_Module,18.1,38.7,23.5,8.23,1,,3477,Engineering_Bay
1195,Space_Suit,24.7,21.3,30.9,8.13,20,,2707,Storage_Bay
1196,Communication_Device,39.6,44.5,20.3,17.89,52,,2814,Crew_Quarters
1197,Microgravity_Lab_Kit,24.5,20.9,21.5,5.4,68,,26,Lab
1198,Gyroscope_Module,34.0,13.9,32.7,7.73,65,,3436,Engineering_Bay
1199,Navigation_Module,32.0,16.1,40.6,10.46,36,,8,Command_Center
1200,Navigation_Module,37.9,48.5,17.5,16.08,32,,1971,Cockpit
1201,EV_Suit_Battery,40.0,26.8,13.8,7.4,32,,733,Airlock
1202,EV_Suit_Battery,46.2,16.7,32.8,12.65,1,,960,Airlock
1203,Research_Samples,19.1,27.8,22.3,2.9,24,,4615,Lab
1204,Research_Samples,21.5,23.2,18.9,6.1,70,,218,Storage_Bay
1205,Pressure_Regulator,38.9,29.0,16.3,9.19,67,,4344,Engineering_Bay
1206,Waste_Management_Kit,29.1,23.1,10.9,3.6,44,,71,Sanitation_Bay
1207,Pressure_Regulator,20.1,28.6,25.5,7.33,74,,478,Engineering_Bay
1208,EV_Suit_Battery,31.4,49.5,36.9,28.68,18,,987,Storage_Bay
1209,Oxygen_Cylinder,17.6,26.6,72.3,36.9,86,,3075,Crew_Quarters
1210,CO2_Scrubber,10.9,14.1,35.4,2.72,69,,145,Life_Support
1211,Circuit_Board,41.1,42.6,14.0,12.26,45,,4830,Storage_Bay
1212,Emergency_Beacon,40.1,20.9,13.3,5.57,96,,2057,Command_Center
1213,3D_Printer,37.9,31.7,27.5,16.52,91,,159,Lab
1214,Pressure_Regulator,25.7,46.2,45.1,26.77,21,,1553,Airlock
1215,Vacuum_Sealed_Tools,35.9,34.4,15.5,9.57,57,,3496,Maintenance_Bay
1216,Laptop,26.8,11.9,18.4,2.93,54,,4830,Command_Center
1217,Tether_Reel,14.2,46.5,44.7,14.76,76,,2202,External_Storage
1218,Circuit_Board,30.0,13.2,21.4,4.24,80,,3647,Storage_Bay
1219,CO2_Scrubber,44.9,17.7,46.2,18.36,32,,905,Engineering_Bay
1220,Research_Samples,18.6,19.1,26.5,9.6,98,,3938,Lab
1221,Circuit_Board,36.8,24.8,16.2,7.39,45,,3224,Engineering_Bay
1222,Waste_Management_Kit,16.9,16.9,23.1,1.5,67,,13,Sanitation_Bay
1223,Laptop,42.5,22.8,38.8,18.8,8,,3878,Crew_Quarters
1224,Microgravity_Lab_Kit,20.8,25.7,28.6,4.7,38,,72,Crew_Quarters
1225,Navigation_Module,10.5,30.8,29.6,4.79,68,,1414,Cockpit
1226,Thruster_Fuel,15.1,35.1,31.4,8.32,16,,2563,Engine_Bay
1227,3D_Printer,27.4,15.3,43.7,9.16,30,,2808,Lab
1228,Research_Samples,21.2,19.1,17.7,3.1,65,,4314,Lab
1229,Communication_Device,47.7,21.2,24.9,12.59,42,,4335,Crew_Quarters
1230,Cooling_System,11.3,34.5,25.4,4.95,51,,4186,Power_Bay
1231,Antibiotic_Supply,11.8,44.8,27.7,7.32,10,2026-03-27,636,Lab
1232,Antibiotic_Supply,49.5,12.6,42.2,13.16,38,2026-10-09,1660,Lab
1233,Water_Bottle,11.5,30.9,10.2,1.81,39,,4505,Storage_Bay
1234,Helmet_Visor,49.1,29.6,16.6,12.06,21,,4321,Storage_Bay
1235,Water_Bottle,25.1,11.1,26.5,3.69,74,,1075,Crew_Quarters
1236,Helmet_Visor,14.5,13.2,26.1,2.5,32,,2413,Storage_Bay
1237,Protein_Bars,20.1,43.6,31.4,13.76,14,,4979,Crew_Quarters
1238,Tool_Kit,25.5,18.9,22.5,8.8,4,,19,Maintenance_Bay
1239,Space_Suit,48.9,26.2,45.9,29.4,94,,1012,Storage_Bay
1240,Food_Packet,19.5,19.7,24.8,9.2,39,2026-03-05,55,Crew_Quarters
1241,CO2_Scrubber,43.4,40.0,24.2,21.01,72,,346,Life_Support
1242,Helmet_Visor,11.7,34.6,20.3,4.11,42,,1051,Crew_Quarters
1243,Asteroid_Sample_Container,15.8,14.0,25.8,7.0,84,,4121,Storage_Bay
1244,LED_Work_Light,26.7,39.1,18.0,9.4,75,,4613,Engineering_Bay
1245,Food_Packet,29.2,25.0,27.1,2.9,97,2025-06-22,51,Storage_Bay
1246,Antibiotic_Supply,30.5,14.6,21.6,4.81,19,2025-05-31,3401,Medical_Bay
1247,Water_Bottle,17.0,47.2,10.3,4.13,16,,2356,Crew_Quarters
1248,Solar_Panel,42.3,97.5,1.8,8.1,60,,4837,External_Storage
1249,Battery_Pack,19.8,28.2,29.2,8.15,28,,221,External_Storage
1250,Oxygen_Cylinder,28.9,25.4,88.7,38.5,20,,3610,Airlock
1251,Thruster_Fuel,10.5,12.1,26.6,1.69,22,,3599,Storage_Bay
1252,Vacuum_Sealed_Tools,35.8,41.4,49.8,36.9,71,,1961,Storage_Bay
1253,Asteroid_Sample_Container,14.7,20.6,24.0,5.6,22,,1705,Storage_Bay
1254,Emergency_Beacon,18.2,43.6,41.3,16.39,73,,1772,Command_Center
1255,Thruster_Fuel,29.4,13.8,25.5,5.17,2,,1139,Engine_Bay
1256,Gyroscope_Module,18.0,16.5,30.5,4.53,47,,3999,Cockpit
1257,Solar_Panel,72.3,61.3,2.8,7.8,54,,2074,Power_Bay
1258,LED_Work_Light,43.8,18.8,15.1,6.22,65,,4488,Maintenance_Bay
1259,Space_Suit,43.3,24.7,42.7,22.83,78,,2329,Airlock
1260,Oxygen_Cylinder,21.7,19.9,65.1,17.5,60,,3691,Medical_Bay
1261,Waste_Management_Kit,11.9,21.1,23.6,5.6,93,,42,Engineering_Bay
1262,Space_Suit,34.9,36.1,21.4,13.48,48,,365,Storage_Bay
1263,Handheld_Spectrometer,50.0,38.2,35.0,33.43,27,,3810,Engineering_Bay
1264,Asteroid_Sample_Container,10.0,16.6,16.8,6.8,94,,1627,Storage_Bay
1265,Water_Purification_Unit,47.7,11.2,49.5,13.22,36,,1502,Crew_Quarters
1266,Cooling_System,34.3,47.9,38.4,31.55,6,,2807,Engineering_Bay
1267,3D_Printer,46.5,27.0,10.7,6.72,97,,3430,Lab
1268,Food_Packet,12.2,15.0,23.7,5.9,36,2026-11-26,70,Storage_Bay
1269,Water_Purification_Unit,12.4,22.7,27.7,3.9,14,,2410,Crew_Quarters
1270,Thruster_Fuel,44.0,46.9,43.3,44.68,47,,2776,Storage_Bay
1271,Helmet_Visor,49.7,42.0,49.5,51.66,48,,3434,Storage_Bay
1272,Seed_Packets,27.0,20.4,24.0,4.9,52,,20,Lab
1273,Oxygen_Cylinder,20.9,20.6,48.2,43.6,40,,201,Medical_Bay
1274,Protein_Bars,35.7,10.3,45.6,8.38,34,,1914,Crew_Quarters
1275,Food_Packet,17.9,26.4,21.7,9.0,94,2026-06-14,34,Crew_Quarters
1276,Antibiotic_Supply,33.9,20.3,16.2,5.57,45,2025-09-20,3147,Lab
1277,EV_Suit_Battery,47.1,44.5,28.5,29.87,50,,575,Airlock
1278,Laptop,42.1,34.7,15.7,11.47,33,,2530,Command_Center
1279,Water_Purification_Unit,48.4,44.7,30.2,32.67,15,,1463,Life_Support
1280,Microgravity_Lab_Kit,26.9,12.7,16.0,3.5,18,,77,Lab
1281,Asteroid_Sample_Container,18.6,13.5,16.0,9.9,78,,1301,Storage_Bay
1282,Pressure_Regulator,26.5,13.7,22.9,4.16,1,,2374,Airlock
1283,Waste_Management_Kit,24.8,11.4,26.3,5.5,78,,1,Sanitation_Bay
1284,Microgravity_Lab_Kit,19.7,19.7,14.9,7.1,36,,64,Lab
1285,First_Aid_Kit,10.1,24.8,21.0,1.4,28,,81,Medical_Bay
1286,Pressure_Regulator,27.0,22.8,13.6,4.19,71,,3137,Engineering_Bay
1287,Radiation_Shield,24.3,36.7,41.1,18.33,16,,1035,Engineering_Bay
1288,3D_Printer,25.1,21.3,33.9,9.06,51,,410,Engineering_Bay
1289,Solar_Panel,60.8,58.9,4.7,18.1,29,,2759,External_Storage
1290,Water_Bottle,35.8,27.3,24.7,12.07,73,,4721,Crew_Quarters
1291,Handheld_Spectrometer,12.9,28.1,38.9,7.05,42,,4297,Lab
1292,Tool_Kit,12.6,20.1,24.2,4.3,71,,52,Storage_Bay
1293,Antibiotic_Supply,11.5,31.0,27.2,4.85,27,2026-10-13,4044,Lab
1294,Space_Suit,48.2,18.8,11.2,5.07,41,,3630,Airlock
1295,Emergency_Oxygen_Mask,11.6,44.4,26.1,6.72,60,,2641,Medical_Bay
1296,Navigation_Module,47.8,36.8,15.0,13.19,38,,2037,Command_Center
1297,Circuit_Board,45.3,37.2,49.5,41.71,68,,344,Engineering_Bay
1298,Antibiotic_Supply,41.9,39.3,42.1,34.66,63,2025-05-21,4282,Medical_Bay
1299,Scientific_Sensor,41.9,47.0,16.5,16.25,39,,4059,Lab
1300,Fire_Extinguisher,19.4,26.9,24.7,6.44,75,,1184,Crew_Quarters
1301,Handheld_Spectrometer,13.8,44.6,12.9,3.97,83,,2785,Lab
1302,Seed_Packets,13.6,10.2,21.7,9.1,39,,95,Lab
1303,Pressure_Regulator,35.0,26.4,36.0,16.63,46,,2832,Engineering_Bay
1304,Gyroscope_Module,43.3,22.1,41.9,20.05,94,,3176,Engineering_Bay
1305,Antibiotic_Supply,10.8,41.9,11.1,2.51,77,2026-06-09,4183,Lab
1306,3D_Printer,46.0,25.5,16.7,9.79,9,,3572,Engineering_Bay
1307,3D_Printer,44.8,35.1,16.3,12.82,11,,1428,Lab
1308,Protein_Bars,45.0,19.4,13.9,6.07,76,,3086,Storage_Bay
1309,Tool_Kit,27.1,25.5,21.5,5.9,54,,51,Storage_Bay
1310,Water_Purification_Unit,34.9,41.6,14.0,10.16,82,,2922,Crew_Quarters
1311,Oxygen_Cylinder,16.6,21.2,56.4,32.2,19,,1100,Crew_Quarters
1312,Waste_Management_Kit,14.7,13.1,24.1,7.8,30,,8,Sanitation_Bay
1313,Tool_Kit,29.0,17.3,18.1,9.5,48,,81,Storage_Bay
1314,CO2_Scrubber,12.1,13.4,37.0,3.0,8,,428,Life_Support
1315,Solar_Panel,49.7,66.5,1.7,17.2,79,,4165,Power_Bay
1316,Thruster_Fuel,47.2,36.3,34.2,29.3,41,,2153,Engine_Bay
1317,Space_Suit,45.0,30.7,26.0,17.96,99,,776,Airlock
1318,Scientific_Sensor,31.9,42.8,49.6,33.86,27,,3642,Lab
1319,Thruster_Fuel,20.3,16.0,28.9,4.69,62,,4190,Engine_Bay
1320,Medical_Scanner,49.7,20.0,23.5,11.68,35,2027-01-21,60,Medical_Bay
1321,Lab_Microscope,42.3,15.7,35.3,11.72,46,,1425,Lab
1322,Vacuum_Sealed_Tools,35.7,15.7,34.8,9.75,95,,179,Storage_Bay
1323,Tether_Reel,34.8,14.8,40.6,10.46,63,,1882,Airlock
1324,Radiation_Shield,49.5,14.4,19.9,7.09,49,,3266,Storage_Bay
1325,First_Aid_Kit,19.9,24.9,22.1,2.9,8,,43,Medical_Bay
1326,Protein_Bars,34.6,47.8,37.8,31.26,45,,4861,Crew_Quarters
1327,Communication_Device,35.0,12.7,18.0,4.0,31,,2034,Command_Center
1328,Cooling_System,40.3,10.8,10.8,2.35,49,,187,Engineering_Bay
1329,Seed_Packets,11.1,25.1,10.6,8.3,23,,48,Lab
1330,Seed_Packets,16.1,19.1,11.0,5.4,75,,88,Lab
1331,Helmet_Visor,27.9,22.5,41.7,13.09,24,,1695,Crew_Quarters
1332,Fire_Extinguisher,18.9,34.6,41.8,13.67,34,,275,Crew_Quarters
1333,Emergency_Beacon,16.7,33.8,27.1,7.65,73,,1240,Command_Center
1334,EV_Suit_Battery,34.7,48.4,24.7,20.74,50,,303,Storage_Bay
1335,CO2_Scrubber,22.4,24.7,38.1,10.54,26,,593,Life_Support
1336,Space_Suit,16.6,32.9,28.8,7.86,32,,4654,Storage_Bay
1337,Laptop,38.7,18.2,41.3,14.54,72,,34,Command_Center
1338,Helmet_Visor,35.3,20.6,35.4,12.87,48,,3340,Crew_Quarters
1339,Gyroscope_Module,47.5,12.5,47.4,14.07,80,,4117,Engineering_Bay
1340,3D_Printer,46.2,47.3,38.9,42.5,34,,3228,Lab
1341,First_Aid_Kit,12.8,21.6,28.6,3.2,38,,31,Medical_Bay
1342,Food_Packet,22.6,22.2,16.8,4.8,98,2025-07-20,6,Storage_Bay
1343,EV_Suit_Battery,49.6,24.7,19.9,12.19,70,,591,Airlock
1344,Water_Bottle,11.4,17.0,41.1,3.98,34,,4498,Storage_Bay
1345,Waste_Management_Kit,19.0,18.8,13.8,8.6,4,,72,Engineering_Bay
1346,Tool_Kit,28.5,10.9,12.1,9.3,14,,92,Maintenance_Bay
1347,Tether_Reel,12.2,22.6,48.0,6.62,57,,1903,Airlock
1348,Radiation_Shield,44.0,29.0,28.0,17.86,3,,1387,Storage_Bay
1349,3D_Printer,24.0,33.2,44.4,17.69,75,,772,Lab
1350,Waste_Management_Kit,23.4,26.9,14.5,1.3,96,,31,Engineering_Bay
1351,First_Aid_Kit,22.2,14.7,23.7,5.9,43,,80,Crew_Quarters
1352,CO2_Scrubber,27.5,14.9,40.9,8.38,57,,164,Engineering_Bay
1353,Radiation_Shield,24.7,38.5,17.6,8.37,93,,3064,Engineering_Bay
1354,Handheld_Spectrometer,48.3,13.1,33.7,10.66,89,,3402,Lab
1355,Tool_Kit,13.4,11.7,27.7,1.6,43,,12,Storage_Bay
1356,Tool_Kit,29.3,24.4,17.7,7.0,12,,73,Maintenance_Bay
