item_id,zone,coordinates
1099,Crew_Quarters,"(0,0,7136.6),(15.6,24.1,7218.1)"
1100,Crew_Quarters,"(15.6,0,7136.6),(27.9,46.3,7165.8)"
1101,Airlock,"(27.9,0,7136.6),(49.9,29.5,7193.4)"
1102,Storage_Bay,"(49.9,0,7136.6),(84.1,45.9,7155.9)"
1103,Life_Support,"(0,45.9,7136.6),(40.9,70.9,7178.3)"
1104,Maintenance_Bay,"(0,0,7178.3),(28.1,34.7,7220.6)"
1105,Cockpit,"(28.1,0,7178.3),(58.8,38.6,7206.6)"
1106,Lab,"(58.8,0,7178.3),(107.9,32.9,7201.0)"
1107,Storage_Bay,"(0,0,7201.0),(18.5,39.9,7219.1)"
1108,External_Storage,"(18.5,0,7201.0),(35.7,22.1,7217.9)"
1109,Storage_Bay,"(35.7,0,7201.0),(61.2,29.5,7211.3)"
1110,Airlock,"(61.2,0,7201.0),(74.4,12.5,7250.4)"
1111,Crew_Quarters,"(74.4,0,7201.0),(87.4,49.6,7239.4)"
1112,Airlock,"(0,0,7239.4),(39.2,45.1,7259.5)"
1113,Storage_Bay,"(39.2,0,7239.4),(64.7,28.2,7262.1)"
1114,Airlock,"(64.7,0,7239.4),(76.8,48.9,7286.2)"
1115,Power_Bay,"(76.8,0,7239.4),(98.4,48.0,7250.4)"
1116,Storage_Bay,"(0,0,7250.4),(24.7,32.3,7273.9)"
1117,Cockpit,"(24.7,0,7250.4),(41.7,15.7,7261.8)"
1118,Life_Support,"(41.7,0,7250.4),(60.0,25.3,7277.6)"
1119,Crew_Quarters,"(0,0,7277.6),(29.8,18.1,7298.5)"
1120,Crew_Quarters,"(0,0,7298.5),(11.6,44.3,7344.7)"
1121,Crew_Quarters,"(11.6,0,7298.5),(26.3,46.1,7344.3)"
1122,Power_Bay,"(26.3,0,7298.5),(76.3,27.2,7316.1)"
1123,Crew_Quarters,"(0,27.2,7298.5),(37.8,38.4,7336.7)"
1124,Lab,"(0,0,7336.7),(10.1,12.6,7368.2)"
1125,Storage_Bay,"(10.1,0,7336.7),(30.9,28.4,7348.2)"
1126,Maintenance_Bay,"(30.9,0,7336.7),(73.5,23.4,7358.2)"
1127,Lab,"(0,23.4,7336.7),(28.5,46.7,7372.3)"
1128,Engineering_Bay,"(28.5,23.4,7336.7),(52.0,41.9,7360.4)"
1129,Storage_Bay,"(52.0,23.4,7336.7),(75.0,47.8,7349.1)"
1130,Lab,"(75.0,23.4,7336.7),(109.7,54.1,7367.8)"
1131,Crew_Quarters,"(0,0,7367.8),(26.5,21.2,7402.4)"
1132,Lab,"(0,0,7402.4),(38.9,35.4,7436.5)"
1133,Crew_Quarters,"(38.9,0,7402.4),(68.1,44.5,7448.9)"
1134,Storage_Bay,"(0,0,7448.9),(28.6,18.3,7475.5)"
1135,Crew_Quarters,"(28.6,0,7448.9),(67.4,38.2,7491.8)"
1136,Lab,"(0,0,7491.8),(44.1,31.0,7513.5)"
1137,Medical_Bay,"(44.1,0,7491.8),(85.1,28.5,7517.3)"
1138,Storage_Bay,"(0,28.5,7491.8),(29.1,51.7,7523.9)"
1139,Crew_Quarters,"(29.1,28.5,7491.8),(78.1,49.1,7525.0)"
1140,Medical_Bay,"(0,0,7525.0),(25.3,14.8,7543.3)"
1141,Engineering_Bay,"(25.3,0,7525.0),(50.9,26.1,7563.4)"
1142,Crew_Quarters,"(50.9,0,7525.0),(80.9,20.3,7546.6)"
1143,Maintenance_Bay,"(0,0,7546.6),(38.6,26.9,7564.6)"
1144,Medical_Bay,"(38.6,0,7546.6),(77.7,13.9,7572.2)"
1145,Cockpit,"(0,13.9,7546.6),(24.7,35.9,7566.8)"
1146,External_Storage,"(24.7,13.9,7546.6),(67.3,86.2,7548.9)"
1147,Command_Center,"(0,0,7548.9),(20.8,48.8,7585.0)"
1148,Crew_Quarters,"(20.8,0,7548.9),(44.3,26.3,7643.9)"
1149,Storage_Bay,"(0,0,7643.9),(23.1,14.6,7669.2)"
1150,Storage_Bay,"(23.1,0,7643.9),(47.9,17.5,7679.9)"
1151,Life_Support,"(47.9,0,7643.9),(76.4,29.6,7681.3)"
1152,Airlock,"(0,0,7681.3),(28.0,19.6,7729.3)"
1153,Storage_Bay,"(28.0,0,7681.3),(49.6,23.2,7696.1)"
1154,Medical_Bay,"(49.6,0,7681.3),(64.3,49.8,7729.9)"
1155,Lab,"(64.3,0,7681.3),(84.8,11.9,7700.2)"
1156,Airlock,"(0,0,7700.2),(30.0,15.6,7773.8)"
1157,Storage_Bay,"(30.0,0,7700.2),(75.1,42.7,7741.3)"
1158,External_Storage,"(0,42.7,7700.2),(20.3,54.0,7746.6)"
1159,Maintenance_Bay,"(20.3,42.7,7700.2),(49.7,75.8,7710.7)"
1160,Storage_Bay,"(49.7,42.7,7700.2),(68.4,68.1,7712.1)"
1161,Engineering_Bay,"(68.4,42.7,7700.2),(91.8,65.8,7721.9)"
1162,Engineering_Bay,"(0,0,7721.9),(47.5,15.5,7770.0)"
1163,Crew_Quarters,"(47.5,0,7721.9),(93.9,10.6,7762.3)"
1164,Storage_Bay,"(0,10.6,7721.9),(15.9,37.1,7744.8)"
1165,Engineering_Bay,"(15.9,10.6,7721.9),(43.9,31.5,7738.8)"
1166,Engineering_Bay,"(43.9,10.6,7721.9),(65.3,50.9,7745.1)"
1167,Storage_Bay,"(65.3,10.6,7721.9),(100.9,54.8,7743.6)"
1168,Storage_Bay,"(0,54.8,7721.9),(48.3,78.9,7747.8)"
1169,Medical_Bay,"(48.3,54.8,7721.9),(82.0,93.6,7736.5)"
1170,Lab,"(0,0,7736.5),(25.9,13.7,7759.4)"
1171,Crew_Quarters,"(25.9,0,7736.5),(60.1,36.3,7747.6)"
1172,Airlock,"(0,0,7747.6),(39.4,14.0,7780.6)"
1173,Lab,"(39.4,0,7747.6),(50.2,22.1,7760.0)"
1174,Lab,"(50.2,0,7747.6),(73.4,47.3,7780.7)"
1175,Lab,"(73.4,0,7747.6),(89.9,30.9,7787.7)"
1176,External_Storage,"(0,0,7787.7),(19.9,12.3,7800.4)"
1177,Crew_Quarters,"(19.9,0,7787.7),(31.0,24.6,7832.8)"
1178,Storage_Bay,"(31.0,0,7787.7),(71.4,12.9,7813.0)"
1179,Command_Center,"(0,12.9,7787.7),(28.7,59.4,7831.3)"
1180,Lab,"(28.7,12.9,7787.7),(67.8,44.2,7811.3)"
1181,Airlock,"(0,0,7811.3),(18.6,33.9,7845.6)"
1182,Medical_Bay,"(18.6,0,7811.3),(46.7,16.5,7854.7)"
1183,Storage_Bay,"(46.7,0,7811.3),(77.6,44.5,7851.8)"
1184,Cockpit,"(0,44.5,7811.3),(17.5,62.4,7825.6)"
1185,Storage_Bay,"(17.5,44.5,7811.3),(28.6,64.9,7829.3)"
1186,External_Storage,"(28.6,44.5,7811.3),(99.3,120.8,7812.8)"
1187,Storage_Bay,"(0,0,7812.8),(38.0,12.6,7854.8)"
1188,Engineering_Bay,"(38.0,0,7812.8),(83.7,40.8,7848.9)"
1189,Engine_Bay,"(0,40.8,7812.8),(15.0,53.3,7837.4)"
1190,Command_Center,"(15.0,40.8,7812.8),(55.8,52.4,7845.8)"
1191,Storage_Bay,"(55.8,40.8,7812.8),(79.8,63.9,7824.7)"
1192,Lab,"(0,63.9,7812.8),(23.7,91.4,7831.2)"
1193,Lab,"(23.7,63.9,7812.8),(36.3,78.1,7831.2)"
1194,Engineering_Bay,"(36.3,63.9,7812.8),(54.4,102.6,7836.3)"
1195,Storage_Bay,"(54.4,63.9,7812.8),(79.1,85.2,7843.7)"
1196,Crew_Quarters,"(0,85.2,7812.8),(39.6,129.7,7833.1)"
1197,Lab,"(0,0,7833.1),(24.5,20.9,7854.6)"
1198,Engineering_Bay,"(24.5,0,7833.1),(58.5,13.9,7865.8)"
1199,Command_Center,"(58.5,0,7833.1),(90.5,16.1,7873.7)"
1200,Cockpit,"(0,16.1,7833.1),(37.9,64.6,7850.6)"
1201,Airlock,"(37.9,16.1,7833.1),(77.9,42.9,7846.9)"
1202,Airlock,"(0,42.9,7833.1),(46.2,59.6,7865.9)"
1203,Lab,"(46.2,42.9,7833.1),(65.3,70.7,7855.4)"
1204,Storage_Bay,"(65.3,42.9,7833.1),(86.8,66.1,7852.0)"
1205,Engineering_Bay,"(0,66.1,7833.1),(38.9,95.1,7849.4)"
1206,Sanitation_Bay,"(38.9,66.1,7833.1),(68.0,89.2,7844.0)"
1207,Engineering_Bay,"(0,0,7844.0),(20.1,28.6,7869.5)"
1208,Storage_Bay,"(20.1,0,7844.0),(51.5,49.5,7880.9)"
1209,Crew_Quarters,"(51.5,0,7844.0),(69.1,26.6,7916.3)"
1210,Life_Support,"(0,0,7916.3),(10.9,14.1,7951.7)"
1211,Storage_Bay,"(10.9,0,7916.3),(52.0,42.6,7930.3)"
1212,Command_Center,"(52.0,0,7916.3),(92.1,20.9,7929.6)"
1213,Lab,"(0,20.9,7916.3),(37.9,52.6,7943.8)"
1214,Airlock,"(37.9,20.9,7916.3),(63.6,67.1,7961.4)"
1215,Maintenance_Bay,"(63.6,20.9,7916.3),(99.5,55.3,7931.8)"
1216,Command_Center,"(0,0,7931.8),(26.8,11.9,7950.2)"
1217,External_Storage,"(26.8,0,7931.8),(41.0,46.5,7976.5)"
1218,Storage_Bay,"(41.0,0,7931.8),(71.0,13.2,7953.2)"
1219,Engineering_Bay,"(0,13.2,7931.8),(44.9,30.9,7978.0)"
1220,Lab,"(44.9,13.2,7931.8),(63.5,32.3,7958.3)"
1221,Engineering_Bay,"(63.5,13.2,7931.8),(100.3,38.0,7948.0)"
1222,Sanitation_Bay,"(0,38.0,7931.8),(16.9,54.9,7954.9)"
1223,Crew_Quarters,"(0,0,7954.9),(42.5,22.8,7993.7)"
1224,Crew_Quarters,"(0,0,7993.7),(20.8,25.7,8022.3)"
1225,Cockpit,"(20.8,0,7993.7),(31.3,30.8,8023.3)"
1226,Engine_Bay,"(31.3,0,7993.7),(46.4,35.1,8025.1)"
1227,Lab,"(46.4,0,7993.7),(73.8,15.3,8037.4)"
1228,Lab,"(0,0,8037.4),(21.2,19.1,8055.1)"
1229,Crew_Quarters,"(21.2,0,8037.4),(68.9,21.2,8062.3)"
1230,Power_Bay,"(0,0,8062.3),(11.3,34.5,8087.7)"
1231,Lab,"(11.3,0,8062.3),(23.1,44.8,8090.0)"
1232,Lab,"(23.1,0,8062.3),(72.6,12.6,8104.5)"
1233,Storage_Bay,"(0,0,8104.5),(11.5,30.9,8114.7)"
1234,Storage_Bay,"(11.5,0,8104.5),(60.6,29.6,8121.1)"
1235,Crew_Quarters,"(0,29.6,8104.5),(25.1,40.7,8131.0)"
1236,Storage_Bay,"(0,0,8131.0),(14.5,13.2,8157.1)"
1237,Crew_Quarters,"(14.5,0,8131.0),(34.6,43.6,8162.4)"
1238,Maintenance_Bay,"(0,0,8162.4),(25.5,18.9,8184.9)"
1239,Storage_Bay,"(25.5,0,8162.4),(74.4,26.2,8208.3)"
1240,Crew_Quarters,"(0,26.2,8162.4),(19.5,45.9,8187.2)"
1241,Life_Support,"(19.5,26.2,8162.4),(62.9,66.2,8186.6)"
1242,Crew_Quarters,"(0,0,8186.6),(11.7,34.6,8206.9)"
1243,Storage_Bay,"(11.7,0,8186.6),(27.5,14.0,8212.4)"
1244,Engineering_Bay,"(27.5,0,8186.6),(54.2,39.1,8204.6)"
1245,Storage_Bay,"(54.2,0,8186.6),(83.4,25.0,8213.7)"
1246,Medical_Bay,"(0,25.0,8186.6),(30.5,39.6,8208.2)"
1247,Crew_Quarters,"(30.5,25.0,8186.6),(47.5,72.2,8196.9)"
1248,External_Storage,"(0,0,8196.9),(42.3,97.5,8198.7)"
1249,External_Storage,"(42.3,0,8196.9),(62.1,28.2,8226.1)"
1250,Airlock,"(62.1,0,8196.9),(91.0,25.4,8285.6)"
1251,Storage_Bay,"(0,25.4,8196.9),(10.5,37.5,8223.5)"
1252,Storage_Bay,"(10.5,25.4,8196.9),(46.3,66.8,8246.7)"
1253,Storage_Bay,"(46.3,25.4,8196.9),(61.0,46.0,8220.9)"
1254,Command_Center,"(61.0,25.4,8196.9),(79.2,69.0,8238.2)"
1255,Engine_Bay,"(79.2,25.4,8196.9),(108.6,39.2,8222.4)"
1256,Cockpit,"(108.6,25.4,8196.9),(126.6,41.9,8227.4)"
1257,Power_Bay,"(0,41.9,8196.9),(72.3,103.2,8199.7)"
1258,Maintenance_Bay,"(0,0,8199.7),(43.8,18.8,8214.8)"
1259,Airlock,"(43.8,0,8199.7),(87.1,24.7,8242.4)"
1260,Medical_Bay,"(0,24.7,8199.7),(21.7,44.6,8264.8)"
1261,Engineering_Bay,"(21.7,24.7,8199.7),(33.6,45.8,8223.3)"
1262,Storage_Bay,"(33.6,24.7,8199.7),(68.5,60.8,8221.1)"
1263,Engineering_Bay,"(0,60.8,8199.7),(50.0,99.0,8234.7)"
1264,Storage_Bay,"(50.0,60.8,8199.7),(60.0,77.4,8216.5)"
1265,Crew_Quarters,"(60.0,60.8,8199.7),(107.7,72.0,8249.2)"
1266,Engineering_Bay,"(0,0,8249.2),(34.3,47.9,8287.6)"
1267,Lab,"(34.3,0,8249.2),(80.8,27.0,8259.9)"
1268,Storage_Bay,"(0,0,8259.9),(12.2,15.0,8283.6)"
1269,Crew_Quarters,"(12.2,0,8259.9),(24.6,22.7,8287.6)"
1270,Storage_Bay,"(24.6,0,8259.9),(68.6,46.9,8303.2)"
1271,Storage_Bay,"(0,46.9,8259.9),(49.7,88.9,8309.4)"
1272,Lab,"(49.7,46.9,8259.9),(76.7,67.3,8283.9)"
1273,Medical_Bay,"(0,0,8283.9),(20.9,20.6,8332.1)"
1274,Crew_Quarters,"(20.9,0,8283.9),(56.6,10.3,8329.5)"
1275,Crew_Quarters,"(0,10.3,8283.9),(17.9,36.7,8305.6)"
1276,Lab,"(17.9,10.3,8283.9),(51.8,30.6,8300.1)"
1277,Airlock,"(51.8,10.3,8283.9),(98.9,54.8,8312.4)"
1278,Command_Center,"(0,54.8,8283.9),(42.1,89.5,8299.6)"
1279,Life_Support,"(42.1,54.8,8283.9),(90.5,99.5,8314.1)"
1280,Lab,"(0,0,8314.1),(26.9,12.7,8330.1)"
1281,Storage_Bay,"(26.9,0,8314.1),(45.5,13.5,8330.1)"
1282,Airlock,"(45.5,0,8314.1),(72.0,13.7,8337.0)"
1283,Sanitation_Bay,"(72.0,0,8314.1),(96.8,11.4,8340.4)"
1284,Lab,"(0,11.4,8314.1),(19.7,31.1,8329.0)"
1285,Medical_Bay,"(19.7,11.4,8314.1),(29.8,36.2,8335.1)"
1286,Engineering_Bay,"(29.8,11.4,8314.1),(56.8,34.2,8327.7)"
1287,Engineering_Bay,"(56.8,11.4,8314.1),(81.1,48.1,8355.2)"
1288,Engineering_Bay,"(0,48.1,8314.1),(25.1,69.4,8348.0)"
1289,External_Storage,"(25.1,48.1,8314.1),(85.9,107.0,8318.8)"
1290,Crew_Quarters,"(0,0,8318.8),(35.8,27.3,8343.5)"
1291,Lab,"(0,0,8343.5),(12.9,28.1,8382.4)"
1292,Storage_Bay,"(12.9,0,8343.5),(25.5,20.1,8367.7)"
1293,Lab,"(25.5,0,8343.5),(37.0,31.0,8370.7)"
1294,Airlock,"(37.0,0,8343.5),(85.2,18.8,8354.7)"
1295,Medical_Bay,"(0,18.8,8343.5),(11.6,63.2,8369.6)"
1296,Command_Center,"(11.6,18.8,8343.5),(59.4,55.6,8358.5)"
1297,Engineering_Bay,"(0,0,8358.5),(45.3,37.2,8408.0)"
1298,Medical_Bay,"(45.3,0,8358.5),(87.2,39.3,8400.6)"
1299,Lab,"(0,39.3,8358.5),(41.9,86.3,8375.0)"
1300,Crew_Quarters,"(41.9,39.3,8358.5),(61.3,66.2,8383.2)"
1301,Lab,"(0,0,8383.2),(13.8,44.6,8396.1)"
1302,Lab,"(13.8,0,8383.2),(27.4,10.2,8404.9)"
1303,Engineering_Bay,"(27.4,0,8383.2),(62.4,26.4,8419.2)"
1304,Engineering_Bay,"(62.4,0,8383.2),(105.7,22.1,8425.1)"
1305,Lab,"(0,22.1,8383.2),(10.8,64.0,8394.3)"
1306,Engineering_Bay,"(10.8,22.1,8383.2),(56.8,47.6,8399.9)"
1307,Lab,"(0,47.6,8383.2),(44.8,82.7,8399.5)"
1308,Storage_Bay,"(44.8,47.6,8383.2),(89.8,67.0,8397.1)"
1309,Storage_Bay,"(0,67.0,8383.2),(27.1,92.5,8404.7)"
1310,Crew_Quarters,"(27.1,67.0,8383.2),(62.0,108.6,8397.2)"
1311,Crew_Quarters,"(0,0,8397.2),(16.6,21.2,8453.6)"
1312,Sanitation_Bay,"(16.6,0,8397.2),(31.3,13.1,8421.3)"
1313,Storage_Bay,"(0,13.1,8397.2),(29.0,30.4,8415.3)"
1314,Life_Support,"(29.0,13.1,8397.2),(41.1,26.5,8434.2)"
1315,Power_Bay,"(0,26.5,8397.2),(49.7,93.0,8398.9)"
1316,Engine_Bay,"(49.7,26.5,8397.2),(96.9,62.8,8431.4)"
1317,Airlock,"(96.9,26.5,8397.2),(141.9,57.2,8423.2)"
1318,Lab,"(0,57.2,8397.2),(31.9,100.0,8446.8)"
1319,Engine_Bay,"(31.9,57.2,8397.2),(52.2,73.2,8426.1)"
1320,Medical_Bay,"(52.2,57.2,8397.2),(101.9,77.2,8420.7)"
1321,Lab,"(0,0,8420.7),(42.3,15.7,8456.0)"
1322,Storage_Bay,"(42.3,0,8420.7),(78.0,15.7,8455.5)"
1323,Airlock,"(0,15.7,8420.7),(34.8,30.5,8461.3)"
1324,Storage_Bay,"(34.8,15.7,8420.7),(84.3,30.1,8440.6)"
1325,Medical_Bay,"(0,30.1,8420.7),(19.9,55.0,8442.8)"
1326,Crew_Quarters,"(19.9,30.1,8420.7),(54.5,77.9,8458.5)"
1327,Command_Center,"(0,0,8458.5),(35.0,12.7,8476.5)"
1328,Engineering_Bay,"(35.0,0,8458.5),(75.3,10.8,8469.3)"
1329,Lab,"(0,10.8,8458.5),(11.1,35.9,8469.1)"
1330,Lab,"(11.1,10.8,8458.5),(27.2,29.9,8469.5)"
1331,Crew_Quarters,"(27.2,10.8,8458.5),(55.1,33.3,8500.2)"
1332,Crew_Quarters,"(0,0,8500.2),(18.9,34.6,8542.0)"
1333,Command_Center,"(18.9,0,8500.2),(35.6,33.8,8527.3)"
1334,Storage_Bay,"(35.6,0,8500.2),(70.3,48.4,8524.9)"
1335,Life_Support,"(0,48.4,8500.2),(22.4,73.1,8538.3)"
1336,Storage_Bay,"(0,0,8538.3),(16.6,32.9,8567.1)"
1337,Command_Center,"(16.6,0,8538.3),(55.3,18.2,8579.6)"
1338,Crew_Quarters,"(55.3,0,8538.3),(90.6,20.6,8573.7)"
1339,Engineering_Bay,"(0,0,8573.7),(47.5,12.5,8621.1)"
1340,Lab,"(47.5,0,8573.7),(93.7,47.3,8612.6)"
1341,Medical_Bay,"(0,0,8612.6),(12.8,21.6,8641.2)"
1342,Storage_Bay,"(12.8,0,8612.6),(35.4,22.2,8629.4)"
1343,Airlock,"(35.4,0,8612.6),(85.0,24.7,8632.5)"
1344,Storage_Bay,"(0,24.7,8612.6),(11.4,41.7,8653.7)"
1345,Engineering_Bay,"(11.4,24.7,8612.6),(30.4,43.5,8626.4)"
1346,Maintenance_Bay,"(30.4,24.7,8612.6),(58.9,35.6,8624.7)"
1347,Airlock,"(58.9,24.7,8612.6),(71.1,47.3,8660.6)"
1348,Storage_Bay,"(71.1,24.7,8612.6),(115.1,53.7,8640.6)"
1349,Lab,"(0,53.7,8612.6),(24.0,86.9,8657.0)"
1350,Engineering_Bay,"(24.0,53.7,8612.6),(47.4,80.6,8627.1)"
1351,Crew_Quarters,"(47.4,53.7,8612.6),(69.6,68.4,8636.3)"
1352,Engineering_Bay,"(0,0,8636.3),(27.5,14.9,8677.2)"
1353,Engineering_Bay,"(27.5,0,8636.3),(52.2,38.5,8653.9)"
1354,Lab,"(52.2,0,8636.3),(100.5,13.1,8670.0)"
1355,Storage_Bay,"(0,0,8670.0),(13.4,11.7,8697.7)"
1356,Maintenance_Bay,"(13.4,0,8670.0),(42.7,24.4,8687.7)"
1357,Lab,"(42.7,0,8670.0),(60.5,14.7,8685.3)"
1358,Greenhouse,"(60.5,0,8670.0),(81.4,27.7,8697.7)"
1359,Cockpit,"(81.4,0,8670.0),(94.1,41.9,8698.2)"
1360,External_Storage,"(0,41.9,8670.0),(84.9,99.4,8671.0)"
1361,Lab,"(0,0,8671.0),(43.7,17.5,8696.9)"
1362,Power_Bay,"(43.7,0,8671.0),(100.0,59.5,8673.8)"
1363,Storage_Bay,"(0,0,8673.8),(10.0,25.8,8698.7)"
1364,Engineering_Bay,"(10.0,0,8673.8),(43.3,33.8,8707.1)"
1365,Lab,"(43.3,0,8673.8),(68.9,24.4,8701.3)"
1366,Storage_Bay,"(68.9,0,8673.8),(113.3,42.9,8705.7)"
1367,Engineering_Bay,"(0,42.9,8673.8),(49.9,54.6,8698.7)"
1368,Crew_Quarters,"(49.9,42.9,8673.8),(79.4,56.6,8686.0)"
1369,Life_Support,"(0,0,8686.0),(25.3,25.8,8731.0)"
1370,Engineering_Bay,"(0,0,8731.0),(34.2,29.3,8741.3)"
1371,Lab,"(34.2,0,8731.0),(56.0,38.7,8775.0)"
1372,Engineering_Bay,"(56.0,0,8731.0),(78.2,31.2,8772.2)"
1373,Crew_Quarters,"(0,31.2,8731.0),(32.3,66.5,8761.9)"
1374,Lab,"(0,0,8761.9),(26.5,24.8,8774.9)"
1375,Command_Center,"(26.5,0,8761.9),(66.5,45.6,8807.8)"
1376,Engineering_Bay,"(0,0,8807.8),(25.8,46.4,8830.5)"
1377,Engineering_Bay,"(25.8,0,8807.8),(57.6,46.7,8837.8)"
1378,Lab,"(57.6,0,8807.8),(77.6,21.5,8835.7)"
1379,External_Storage,"(77.6,0,8807.8),(99.8,15.7,8820.3)"
1380,Airlock,"(0,15.7,8807.8),(42.3,37.5,8820.5)"
1381,Engineering_Bay,"(42.3,15.7,8807.8),(63.5,52.2,8818.9)"
1382,Lab,"(63.5,15.7,8807.8),(110.5,58.1,8835.7)"
1383,Storage_Bay,"(0,0,8835.7),(19.5,14.8,8864.6)"
1384,Life_Support,"(19.5,0,8835.7),(39.5,33.5,8854.2)"
1385,Command_Center,"(0,0,8854.2),(45.0,28.3,8902.4)"
1386,Crew_Quarters,"(45.0,0,8854.2),(81.4,30.3,8871.9)"
1387,Airlock,"(0,0,8871.9),(28.4,39.7,8921.5)"
1388,Storage_Bay,"(28.4,0,8871.9),(52.8,15.3,8885.5)"
1389,Lab,"(52.8,0,8871.9),(63.6,23.5,8891.2)"
1390,Engineering_Bay,"(63.6,0,8871.9),(108.1,42.3,8915.2)"
1391,Crew_Quarters,"(0,42.3,8871.9),(32.0,88.3,8887.4)"
1392,Airlock,"(0,0,8887.4),(13.0,41.1,8918.9)"
1393,Life_Support,"(13.0,0,8887.4),(47.4,20.2,8911.4)"
1394,Storage_Bay,"(0,20.2,8887.4),(28.9,38.0,8915.2)"
1395,Storage_Bay,"(28.9,20.2,8887.4),(68.9,51.6,8922.6)"
1396,Storage_Bay,"(0,51.6,8887.4),(16.2,78.0,8900.3)"
1397,Maintenance_Bay,"(16.2,51.6,8887.4),(28.5,70.8,8909.7)"
1398,Storage_Bay,"(28.5,51.6,8887.4),(40.1,89.0,8932.0)"
1399,Lab,"(40.1,51.6,8887.4),(60.2,68.8,8900.5)"
1400,External_Storage,"(60.2,51.6,8887.4),(101.9,68.2,8914.4)"
1401,Maintenance_Bay,"(0,0,8914.4),(23.5,11.8,8932.3)"
1402,Crew_Quarters,"(23.5,0,8914.4),(57.3,31.5,8954.2)"
1403,Power_Bay,"(0,0,8954.2),(92.3,45.5,8955.3)"
1404,Crew_Quarters,"(0,0,8955.3),(46.1,18.8,9000.3)"
1405,Life_Support,"(0,0,9000.3),(21.9,12.4,9036.8)"
1406,Command_Center,"(0,12.4,9000.3),(23.2,28.2,9020.7)"
1407,Command_Center,"(23.2,12.4,9000.3),(37.7,36.9,9012.5)"
1408,Lab,"(37.7,12.4,9000.3),(68.3,56.9,9042.5)"
1409,Lab,"(68.3,12.4,9000.3),(87.6,35.4,9027.9)"
1410,Command_Center,"(0,0,9027.9),(15.8,46.1,9071.9)"
1411,External_Storage,"(15.8,0,9027.9),(64.2,49.6,9029.7)"
1412,Crew_Quarters,"(0,0,9029.7),(43.1,45.4,9056.7)"
1413,Medical_Bay,"(0,0,9056.7),(22.1,28.5,9089.4)"
1414,Crew_Quarters,"(22.1,0,9056.7),(70.4,40.6,9073.3)"
1415,Storage_Bay,"(0,0,9073.3),(36.0,28.0,9108.8)"
1416,Storage_Bay,"(36.0,0,9073.3),(73.5,17.2,9086.3)"
1417,Crew_Quarters,"(0,17.2,9073.3),(30.0,62.9,9104.2)"
1418,Storage_Bay,"(0,0,9104.2),(34.6,39.5,9118.9)"
1419,Storage_Bay,"(34.6,0,9104.2),(59.4,10.6,9134.7)"
1420,Storage_Bay,"(59.4,0,9104.2),(71.9,40.3,9143.9)"
1421,Lab,"(71.9,0,9104.2),(94.6,24.4,9131.5)"
1422,Medical_Bay,"(0,0,9131.5),(34.1,26.0,9175.1)"
1423,Engineering_Bay,"(34.1,0,9131.5),(51.9,38.2,9162.7)"
1424,Airlock,"(51.9,0,9131.5),(72.9,18.5,9185.6)"
1425,Command_Center,"(72.9,0,9131.5),(100.7,38.0,9172.6)"
1426,Cockpit,"(0,38.0,9131.5),(13.5,75.3,9173.9)"
1427,Lab,"(13.5,38.0,9131.5),(43.5,52.8,9149.8)"
1428,Life_Support,"(43.5,38.0,9131.5),(56.9,71.2,9156.4)"
1429,External_Storage,"(0,0,9156.4),(39.7,13.6,9197.5)"
1430,Maintenance_Bay,"(39.7,0,9156.4),(80.3,29.7,9193.6)"
1431,Medical_Bay,"(0,29.7,9156.4),(23.1,46.7,9245.7)"
1432,Lab,"(23.1,29.7,9156.4),(46.8,50.1,9183.4)"
1433,Medical_Bay,"(46.8,29.7,9156.4),(90.9,60.3,9195.3)"
1434,Cockpit,"(0,0,9195.3),(14.4,12.6,9234.1)"
1435,Lab,"(14.4,0,9195.3),(44.7,21.6,9206.8)"
1436,Engineering_Bay,"(44.7,0,9195.3),(91.0,23.8,9227.4)"
1437,Crew_Quarters,"(0,23.8,9195.3),(27.3,40.3,9209.1)"
1438,Engineering_Bay,"(0,0,9209.1),(44.1,15.0,9234.7)"
1439,Command_Center,"(44.1,0,9209.1),(81.1,21.0,9243.1)"
1440,Engineering_Bay,"(0,21.0,9209.1),(33.4,61.4,9240.0)"
1441,Maintenance_Bay,"(33.4,21.0,9209.1),(46.1,41.5,9221.7)"
1442,Lab,"(46.1,21.0,9209.1),(66.8,40.3,9254.7)"
1443,Life_Support,"(66.8,21.0,9209.1),(78.8,35.2,9229.9)"
1444,Cockpit,"(0,0,9229.9),(29.7,17.5,9273.4)"
1445,Storage_Bay,"(29.7,0,9229.9),(50.5,37.4,9259.1)"
1446,Crew_Quarters,"(50.5,0,9229.9),(94.4,45.0,9264.5)"
1447,Storage_Bay,"(0,0,9264.5),(42.5,37.8,9287.8)"
1448,Storage_Bay,"(42.5,0,9264.5),(61.0,45.2,9284.7)"
1449,Command_Center,"(61.0,0,9264.5),(107.8,34.4,9281.2)"
1450,Engineering_Bay,"(0,34.4,9264.5),(18.9,65.6,9303.4)"
1451,Command_Center,"(18.9,34.4,9264.5),(65.7,57.4,9288.7)"
1452,Crew_Quarters,"(0,57.4,9264.5),(26.5,70.3,9289.7)"
1453,Lab,"(0,0,9289.7),(19.4,11.4,9305.1)"
1454,Engineering_Bay,"(19.4,0,9289.7),(50.9,40.5,9310.3)"
1455,External_Storage,"(50.9,0,9289.7),(119.6,41.5,9292.1)"
