item_id,zone,container_id,coordinates
1050,Engineering_Bay,EB01,"(36.2,50.9,530.5),(48.3,93.1,548.3)"
1051,Storage_Bay,TA01,"(72.0,0,196.8),(112.0,48.1,222.7)"
1052,Power_Bay,PB03,"(48.5,0,20.2),(84.8,26.6,54.7)"
1053,Storage_Bay,TA01,"(0,48.1,196.8),(43.6,66.1,213.7)"
1054,Airlock,A02,"(0,0,126.4),(36.5,27.6,138.0)"
1055,Maintenance_Bay,MB04,"(37.6,32.2,32.1),(72.8,70.5,44.0)"
1056,Storage_Bay,TA01,"(43.6,48.1,196.8),(71.7,75.8,212.8)"
1057,Airlock,A01,"(48.4,27.8,37.2),(82.9,51.1,52.3)"
1058,Medical_Bay,EA02,"(0,0,211.6),(17.0,13.0,232.3)"
1059,Crew_Quarters,CQ01,"(0,0,453.5),(41.9,36.7,482.7)"
1060,Storage_Bay,TA01,"(71.7,48.1,196.8),(104.5,85.4,221.9)"
1061,Crew_Quarters,CQ01,"(0,0,482.7),(38.7,31.3,512.8)"
1062,Cockpit,C02,"(17.3,42.4,63.4),(46.0,70.4,99.5)"
1063,Life_Support,LS01,"(0,0,134.0),(26.8,16.7,148.9)"
1064,Cockpit,C03,"(0,0,49.9),(28.6,38.6,78.4)"
1065,Power_Bay,PB02,"(125.8,0,4.4),(203.7,87.8,6.4)"
1066,Engine_Bay,NA02,"(0,43.3,0),(48.8,65.6,34.2)"
1067,Medical_Bay,EA03,"(0,28.1,50.7),(45.3,41.9,88.5)"
1068,Crew_Quarters,CQ01,"(0,0,512.8),(25.2,10.1,527.6)"
1069,Cockpit,C02,"(0,0,99.5),(17.2,31.9,115.1)"
1070,Lab,L02,"(71.6,30.3,57.9),(92.3,43.0,91.2)"
1071,Storage_Bay,TA01,"(0,85.4,196.8),(36.1,129.3,220.1)"
1072,Maintenance_Bay,MB04,"(0,0,44.0),(21.9,34.9,87.8)"
1073,Storage_Bay,TA01,"(36.1,85.4,196.8),(51.0,103.4,209.6)"
1074,Airlock,A02,"(36.5,0,126.4),(76.4,42.4,137.7)"
1075,Storage_Bay,TA01,"(51.0,85.4,196.8),(73.1,107.1,209.2)"
1076,External_Storage,ES04,"(0,13.0,63.3),(27.2,50.4,100.5)"
1077,Maintenance_Bay,MB02,"(0,0,37.7),(23.7,20.1,61.8)"
1078,External_Storage,ES03,"(0,135.5,0),(88.8,189.6,1.3)"
1079,Medical_Bay,EA01,"(17.5,0,25.5),(44.6,11.7,45.6)"
1080,Life_Support,LS05,"(0,57.7,0),(33.1,74.7,19.0)"
1081,Storage_Bay,TA01,"(73.1,85.4,196.8),(96.0,114.5,213.4)"
1082,Storage_Bay,TA01,"(0,114.5,196.8),(13.5,137.7,207.9)"
1083,Storage_Bay,TA01,"(13.5,114.5,196.8),(28.3,125.0,230.6)"
1084,Storage_Bay,TA01,"(28.3,114.5,196.8),(66.8,136.5,227.8)"
1085,Storage_Bay,TA01,"(0,136.5,196.8),(29.3,161.5,218.6)"
1086,Engine_Bay,NA01,"(136.9,0,0),(181.1,19.4,41.0)"
1087,Lab,L02,"(0,43.0,57.9),(11.3,79.6,71.8)"
1088,Airlock,A03,"(46.6,0,15.7),(77.1,44.2,34.9)"
1089,Storage_Bay,TA01,"(29.3,136.5,196.8),(40.3,152.9,220.7)"
1090,Storage_Bay,TA01,"(40.3,136.5,196.8),(52.1,154.1,212.1)"
1091,Engine_Bay,NA03,"(91.9,0,0),(133.7,46.1,20.1)"
1092,Airlock,A01,"(0,51.1,37.2),(23.2,68.3,64.1)"
1093,Medical_Bay,EA02,"(17.0,0,211.6),(62.1,49.9,249.3)"
1094,Lab,L03,"(0,14.2,146.7),(22.9,43.2,190.7)"
1095,Lab,L02,"(11.3,43.0,57.9),(47.9,87.0,78.6)"
1096,Crew_Quarters,CQ01,"(0,10.1,512.8),(22.7,58.0,527.8)"
1097,Crew_Quarters,CQ01,"(22.7,10.1,512.8),(35.8,37.2,533.2)"
1098,Lab,L01,"(0,0,237.5),(35.5,14.6,249.7)"
1099,Crew_Quarters,CQ01,"(35.8,10.1,512.8),(51.4,34.2,594.3)"
1100,Crew_Quarters,CQ01,"(0,0,594.3),(12.3,46.3,623.5)"
1101,Airlock,A01,"(23.2,51.1,37.2),(45.2,80.6,94.0)"
1102,Storage_Bay,TA01,"(52.1,136.5,196.8),(86.3,182.4,216.1)"
1103,Life_Support,LS01,"(0,16.7,134.0),(40.9,41.7,175.7)"
1104,Maintenance_Bay,MB01,"(0,53.6,0),(28.1,88.3,42.3)"
1105,Cockpit,C02,"(17.2,0,99.5),(47.9,38.6,127.8)"
1106,Lab,L01,"(35.5,0,237.5),(84.6,32.9,260.2)"
1107,Storage_Bay,TA01,"(0,0,216.1),(18.5,39.9,234.2)"
1108,External_Storage,ES03,"(0,0,1.3),(17.2,22.1,18.2)"
1109,Storage_Bay,TA01,"(18.5,0,216.1),(44.0,29.5,226.4)"
1110,Airlock,A02,"(0,42.4,126.4),(13.2,54.9,175.8)"
1111,Crew_Quarters,CQ01,"(12.3,0,594.3),(25.3,49.6,632.7)"
1112,Airlock,A02,"(13.2,42.4,126.4),(52.4,87.5,146.5)"
1113,Storage_Bay,TA01,"(44.0,0,216.1),(69.5,28.2,238.8)"
1114,Airlock,A03,"(0,44.2,15.7),(12.1,93.1,62.5)"
1115,Power_Bay,PB01,"(50.9,28.4,1.3),(72.5,76.4,12.3)"
1116,Storage_Bay,TA01,"(69.5,0,216.1),(94.2,32.3,239.6)"
1117,Cockpit,C01,"(0,32.2,45.6),(17.0,47.9,57.0)"
1118,Life_Support,LS03,"(63.0,38.5,0),(81.3,63.8,27.2)"
1119,Crew_Quarters,CQ01,"(25.3,0,594.3),(55.1,18.1,615.2)"
1120,Crew_Quarters,CQ01,"(0,0,615.2),(11.6,44.3,661.4)"
1121,Crew_Quarters,CQ01,"(11.6,0,615.2),(26.3,46.1,661.0)"
1122,Power_Bay,PB02,"(0,0,6.4),(50.0,27.2,24.0)"
1123,Crew_Quarters,CQ01,"(26.3,0,615.2),(64.1,11.2,653.4)"
1124,Lab,L03,"(22.9,14.2,146.7),(33.0,26.8,178.2)"
1125,Storage_Bay,TA01,"(0,32.3,216.1),(20.8,60.7,227.6)"
1126,Maintenance_Bay,MB02,"(23.7,0,37.7),(66.3,23.4,59.2)"
1127,Lab,L03,"(33.0,14.2,146.7),(61.5,37.5,182.3)"
1128,Engineering_Bay,EB01,"(48.3,50.9,530.5),(71.8,69.4,554.2)"
1129,Storage_Bay,TA01,"(20.8,32.3,216.1),(43.8,56.7,228.5)"
1130,Lab,L04,"(0,22.2,21.3),(34.7,52.9,52.4)"
1131,Crew_Quarters,CQ01,"(0,0,653.4),(26.5,21.2,688.0)"
1132,Lab,L02,"(47.9,43.0,57.9),(86.8,78.4,92.0)"
1133,Crew_Quarters,CQ01,"(0,0,688.0),(29.2,44.5,734.5)"
1134,Storage_Bay,TA01,"(43.8,32.3,216.1),(72.4,50.6,242.7)"
1135,Crew_Quarters,CQ01,"(0,0,734.5),(38.8,38.2,777.4)"
1136,Lab,L01,"(0,0,260.2),(44.1,31.0,281.9)"
1137,Medical_Bay,EA01,"(44.6,0,25.5),(85.6,28.5,51.0)"
1138,Storage_Bay,TA01,"(0,50.6,216.1),(29.1,73.8,248.2)"
1139,Crew_Quarters,CQ01,"(0,0,777.4),(49.0,20.6,810.6)"
1140,Medical_Bay,EA03,"(45.3,28.1,50.7),(70.6,42.9,69.0)"
1141,Engineering_Bay,EB01,"(71.8,50.9,530.5),(97.4,77.0,568.9)"
1142,Crew_Quarters,CQ01,"(0,0,810.6),(30.0,20.3,832.2)"
1143,Maintenance_Bay,MB04,"(21.9,0,44.0),(60.5,26.9,62.0)"
1144,Medical_Bay,EA03,"(70.6,28.1,50.7),(109.7,42.0,76.3)"
1145,Cockpit,C01,"(17.0,32.2,45.6),(41.7,54.2,65.8)"
1146,External_Storage,ES01,"(0,0,25.1),(42.6,72.3,27.4)"
1147,Command_Center,CC03,"(35.8,0,68.9),(56.6,48.8,105.0)"
1148,Crew_Quarters,CQ01,"(0,0,832.2),(23.5,26.3,927.2)"
1149,Storage_Bay,TA01,"(29.1,50.6,216.1),(52.2,65.2,241.4)"
1150,Storage_Bay,TA01,"(52.2,50.6,216.1),(77.0,68.1,252.1)"
1151,Life_Support,LS05,"(33.1,57.7,0),(61.6,87.3,37.4)"
1152,Airlock,A01,"(45.2,51.1,37.2),(73.2,70.7,85.2)"
1153,Storage_Bay,TA01,"(0,68.1,216.1),(21.6,91.3,230.9)"
1154,Medical_Bay,EA01,"(0,28.5,25.5),(14.7,78.3,74.1)"
1155,Lab,L03,"(61.5,14.2,146.7),(82.0,26.1,165.6)"
1156,Airlock,A03,"(12.1,44.2,15.7),(42.1,59.8,89.3)"
1157,Storage_Bay,TA01,"(21.6,68.1,216.1),(66.7,110.8,257.2)"
1158,External_Storage,ES03,"(17.2,0,1.3),(37.5,11.3,47.7)"
1159,Maintenance_Bay,MB02,"(0,23.4,37.7),(29.4,56.5,48.2)"
1160,Storage_Bay,TA01,"(0,110.8,216.1),(18.7,136.2,228.0)"
1161,Engineering_Bay,EB01,"(0,0,568.9),(23.4,23.1,590.6)"
1162,Engineering_Bay,EB01,"(23.4,0,568.9),(70.9,15.5,617.0)"
1163,Crew_Quarters,CQ01,"(23.5,0,832.2),(69.9,10.6,872.6)"
1164,Storage_Bay,TA01,"(18.7,110.8,216.1),(34.6,137.3,239.0)"
1165,Engineering_Bay,EB01,"(0,15.5,568.9),(28.0,36.4,585.8)"
1166,Engineering_Bay,EB01,"(28.0,15.5,568.9),(49.4,55.8,592.1)"
1167,Storage_Bay,TA01,"(34.6,110.8,216.1),(70.2,155.0,237.8)"
1168,Storage_Bay,TA01,"(0,0,237.8),(48.3,24.1,263.7)"
1169,Medical_Bay,EA03,"(0,42.0,50.7),(33.7,80.8,65.3)"
1170,Lab,L03,"(0,26.1,146.7),(25.9,39.8,169.6)"
1171,Crew_Quarters,CQ01,"(0,10.6,832.2),(34.2,46.9,843.3)"
1172,Airlock,A02,"(52.4,42.4,126.4),(91.8,56.4,159.4)"
1173,Lab,L04,"(34.7,22.2,21.3),(45.5,44.3,33.7)"
1174,Lab,L03,"(25.9,26.1,146.7),(49.1,73.4,179.8)"
1175,Lab,L04,"(45.5,22.2,21.3),(62.0,53.1,61.4)"
1176,External_Storage,ES02,"(53.4,0,43.9),(73.3,12.3,56.6)"
1177,Crew_Quarters,CQ01,"(0,0,843.3),(11.1,24.6,888.4)"
1178,Storage_Bay,TA01,"(48.3,0,237.8),(88.7,12.9,263.1)"
1179,Command_Center,CC02,"(58.1,33.6,12.9),(86.8,80.1,56.5)"
1180,Lab,L01,"(44.1,0,260.2),(83.2,31.3,283.8)"
1181,Airlock,A01,"(0,70.7,37.2),(18.6,104.6,71.5)"
1182,Medical_Bay,EA03,"(33.7,42.0,50.7),(61.8,58.5,94.1)"
1183,Storage_Bay,TA01,"(0,12.9,237.8),(30.9,57.4,278.3)"
1184,Cockpit,C03,"(28.6,0,49.9),(46.1,17.9,64.2)"
1185,Storage_Bay,TA01,"(30.9,12.9,237.8),(42.0,33.3,255.8)"
1186,External_Storage,ES02,"(73.3,0,43.9),(144.0,76.3,45.4)"
1187,Storage_Bay,TA01,"(42.0,12.9,237.8),(80.0,25.5,279.8)"
1188,Engineering_Bay,EB01,"(49.4,15.5,568.9),(95.1,56.3,605.0)"
1189,Engine_Bay,NA02,"(48.8,43.3,0),(63.8,55.8,24.6)"
1190,Command_Center,CC01,"(0,0,106.5),(40.8,11.6,139.5)"
1191,Storage_Bay,TA01,"(0,25.5,237.8),(24.0,48.6,249.7)"
1192,Lab,L02,"(0,0,92.0),(23.7,27.5,110.4)"
1193,Lab,L04,"(62.0,22.2,21.3),(74.6,36.4,39.7)"
1194,Engineering_Bay,EB01,"(0,0,605.0),(18.1,38.7,628.5)"
1195,Storage_Bay,TA01,"(24.0,25.5,237.8),(48.7,46.8,268.7)"
1196,Crew_Quarters,CQ01,"(11.1,0,843.3),(50.7,44.5,863.6)"
1197,Lab,L04,"(74.6,22.2,21.3),(99.1,43.1,42.8)"
1198,Engineering_Bay,EB01,"(18.1,0,605.0),(52.1,13.9,637.7)"
1199,Command_Center,CC03,"(56.6,0,68.9),(88.6,16.1,109.5)"
1200,Cockpit,C01,"(41.7,32.2,45.6),(79.6,80.7,63.1)"
1201,Airlock,A02,"(0,56.4,126.4),(40.0,83.2,140.2)"
1202,Airlock,A03,"(42.1,44.2,15.7),(88.3,60.9,48.5)"
1203,Lab,L02,"(23.7,0,92.0),(42.8,27.8,114.3)"
1204,Storage_Bay,TA01,"(48.7,25.5,237.8),(70.2,48.7,256.7)"
1205,Engineering_Bay,EB01,"(52.1,0,605.0),(91.0,29.0,621.3)"
1206,Sanitation_Bay,SB03,"(68.3,0,0),(97.4,23.1,10.9)"
1207,Engineering_Bay,EB01,"(0,29.0,605.0),(20.1,57.6,630.5)"
1208,Storage_Bay,TA01,"(70.2,25.5,237.8),(101.6,75.0,274.7)"
1209,Crew_Quarters,CQ01,"(0,0,863.6),(17.6,26.6,935.9)"
1210,Life_Support,LS03,"(81.3,38.5,0),(92.2,52.6,35.4)"
1211,Storage_Bay,TA01,"(0,75.0,237.8),(41.1,117.6,251.8)"
1212,Command_Center,CC01,"(40.8,0,106.5),(80.9,20.9,119.8)"
1213,Lab,L04,"(99.1,22.2,21.3),(137.0,53.9,48.8)"
1214,Airlock,A02,"(40.0,56.4,126.4),(65.7,102.6,171.5)"
1215,Maintenance_Bay,MB04,"(60.5,0,44.0),(96.4,34.4,59.5)"
1216,Command_Center,CC03,"(0,16.1,68.9),(26.8,28.0,87.3)"
1217,External_Storage,ES01,"(42.6,0,25.1),(56.8,46.5,69.8)"
1218,Storage_Bay,TA01,"(41.1,75.0,237.8),(71.1,88.2,259.2)"
1219,Engineering_Bay,EB01,"(20.1,29.0,605.0),(65.0,46.7,651.2)"
1220,Lab,L03,"(49.1,26.1,146.7),(67.7,45.2,173.2)"
1221,Engineering_Bay,EB01,"(0,46.7,605.0),(36.8,71.5,621.2)"
1222,Sanitation_Bay,SB04,"(76.5,0,0),(93.4,16.9,23.1)"
1223,Crew_Quarters,CQ01,"(17.6,0,863.6),(60.1,22.8,902.4)"
1224,Crew_Quarters,CQ01,"(0,0,902.4),(20.8,25.7,931.0)"
1225,Cockpit,C03,"(46.1,0,49.9),(56.6,30.8,79.5)"
1226,Engine_Bay,NA02,"(63.8,43.3,0),(78.9,78.4,31.4)"
1227,Lab,L02,"(42.8,0,92.0),(70.2,15.3,135.7)"
1228,Lab,L01,"(0,0,283.8),(21.2,19.1,301.5)"
1229,Crew_Quarters,CQ01,"(20.8,0,902.4),(68.5,21.2,927.3)"
1230,Power_Bay,PB05,"(116.2,0,2.2),(127.5,34.5,27.6)"
1231,Lab,L03,"(67.7,26.1,146.7),(79.5,70.9,174.4)"
1232,Lab,L01,"(21.2,0,283.8),(70.7,12.6,326.0)"
1233,Storage_Bay,TA01,"(0,88.2,237.8),(11.5,119.1,248.0)"
1234,Storage_Bay,TA01,"(11.5,88.2,237.8),(60.6,117.8,254.4)"
1235,Crew_Quarters,CQ01,"(0,0,927.3),(25.1,11.1,953.8)"
1236,Storage_Bay,TA01,"(0,117.8,237.8),(14.5,131.0,263.9)"
1237,Crew_Quarters,CQ01,"(0,0,953.8),(20.1,43.6,985.2)"
1238,Maintenance_Bay,MB02,"(29.4,23.4,37.7),(54.9,42.3,60.2)"
1239,Storage_Bay,TA01,"(14.5,117.8,237.8),(63.4,144.0,283.7)"
1240,Crew_Quarters,CQ01,"(20.1,0,953.8),(39.6,19.7,978.6)"
1241,Life_Support,LS03,"(0,52.6,0),(43.4,92.6,24.2)"
1242,Crew_Quarters,CQ01,"(0,0,978.6),(11.7,34.6,998.9)"
1243,Storage_Bay,TA01,"(0,0,283.7),(15.8,14.0,309.5)"
1244,Engineering_Bay,EB01,"(36.8,46.7,605.0),(63.5,85.8,623.0)"
1245,Storage_Bay,TA01,"(15.8,0,283.7),(45.0,25.0,310.8)"
1246,Medical_Bay,EA01,"(14.7,28.5,25.5),(45.2,43.1,47.1)"
1247,Crew_Quarters,CQ01,"(11.7,0,978.6),(28.7,47.2,988.9)"
1248,External_Storage,ES03,"(37.5,0,1.3),(79.8,97.5,3.1)"
1249,External_Storage,ES02,"(0,0,45.4),(19.8,28.2,74.6)"
1250,Airlock,A01,"(18.6,70.7,37.2),(47.5,96.1,125.9)"
1251,Storage_Bay,TA01,"(45.0,0,283.7),(55.5,12.1,310.3)"
1252,Storage_Bay,TA01,"(55.5,0,283.7),(91.3,41.4,333.5)"
1253,Storage_Bay,TA01,"(0,41.4,283.7),(14.7,62.0,307.7)"
1254,Command_Center,CC02,"(0,80.1,12.9),(18.2,123.7,54.2)"
1255,Engine_Bay,NA01,"(0,0,41.0),(29.4,13.8,66.5)"
1256,Cockpit,C03,"(56.6,0,49.9),(74.6,16.5,80.4)"
1257,Power_Bay,PB01,"(72.5,28.4,1.3),(144.8,89.7,4.1)"
1258,Maintenance_Bay,MB01,"(28.1,53.6,0),(71.9,72.4,15.1)"
1259,Airlock,A03,"(0,60.9,15.7),(43.3,85.6,58.4)"
1260,Medical_Bay,EA03,"(61.8,42.0,50.7),(83.5,61.9,115.8)"
1261,Engineering_Bay,EB01,"(63.5,46.7,605.0),(75.4,67.8,628.6)"
1262,Storage_Bay,TA01,"(14.7,41.4,283.7),(49.6,77.5,305.1)"
1263,Engineering_Bay,EB01,"(75.4,46.7,605.0),(125.4,84.9,640.0)"
1264,Storage_Bay,TA01,"(49.6,41.4,283.7),(59.6,58.0,300.5)"
1265,Crew_Quarters,CQ01,"(28.7,0,978.6),(76.4,11.2,1028.1)"
1266,Engineering_Bay,EB01,"(0,0,640.0),(34.3,47.9,678.4)"
1267,Lab,L02,"(70.2,0,92.0),(116.7,27.0,102.7)"
1268,Storage_Bay,TA01,"(59.6,41.4,283.7),(71.8,56.4,307.4)"
1269,Crew_Quarters,CQ01,"(0,0,1028.1),(12.4,22.7,1055.8)"
1270,Storage_Bay,TA01,"(71.8,41.4,283.7),(115.8,88.3,327.0)"
1271,Storage_Bay,TA01,"(0,88.3,283.7),(49.7,130.3,333.2)"
1272,Lab,L03,"(79.5,26.1,146.7),(106.5,46.5,170.7)"
1273,Medical_Bay,EA01,"(45.2,28.5,25.5),(66.1,49.1,73.7)"
1274,Crew_Quarters,CQ01,"(12.4,0,1028.1),(48.1,10.3,1073.7)"
1275,Crew_Quarters,CQ01,"(0,10.3,1028.1),(17.9,36.7,1049.8)"
1276,Lab,L04,"(137.0,22.2,21.3),(170.9,42.5,37.5)"
1277,Airlock,A02,"(65.7,56.4,126.4),(112.8,100.9,154.9)"
1278,Command_Center,CC01,"(0,20.9,106.5),(42.1,55.6,122.2)"
1279,Life_Support,LS04,"(0,0,51.9),(48.4,44.7,82.1)"
1280,Lab,L02,"(0,27.0,92.0),(26.9,39.7,108.0)"
1281,Storage_Bay,TA01,"(49.7,88.3,283.7),(68.3,101.8,299.7)"
1282,Airlock,A03,"(43.3,60.9,15.7),(69.8,74.6,38.6)"
1283,Sanitation_Bay,SB04,"(93.4,0,0),(118.2,11.4,26.3)"
1284,Lab,L03,"(0,46.5,146.7),(19.7,66.2,161.6)"
1285,Medical_Bay,EA02,"(0,0,249.3),(10.1,24.8,270.3)"
1286,Engineering_Bay,EB01,"(34.3,0,640.0),(61.3,22.8,653.6)"
1287,Engineering_Bay,EB01,"(61.3,0,640.0),(85.6,36.7,681.1)"
1288,Engineering_Bay,EB01,"(0,36.7,640.0),(25.1,58.0,673.9)"
1289,External_Storage,ES03,"(0,0,3.1),(60.8,58.9,7.8)"
1290,Crew_Quarters,CQ01,"(17.9,10.3,1028.1),(53.7,37.6,1052.8)"
1291,Lab,L01,"(0,0,326.0),(12.9,28.1,364.9)"
1292,Storage_Bay,TA01,"(68.3,88.3,283.7),(80.9,108.4,307.9)"
1293,Lab,L02,"(26.9,27.0,92.0),(38.4,58.0,119.2)"
1294,Airlock,A01,"(47.5,70.7,37.2),(95.7,89.5,48.4)"
1295,Medical_Bay,EA02,"(10.1,0,249.3),(21.7,44.4,275.4)"
1296,Command_Center,CC03,"(26.8,16.1,68.9),(74.6,52.9,83.9)"
1297,Engineering_Bay,EB01,"(25.1,36.7,640.0),(70.4,73.9,689.5)"
1298,Medical_Bay,EA01,"(66.1,28.5,25.5),(108.0,67.8,67.6)"
1299,Lab,L03,"(19.7,46.5,146.7),(61.6,93.5,163.2)"
1300,Crew_Quarters,CQ01,"(0,0,1052.8),(19.4,26.9,1077.5)"
1301,Lab,L04,"(0,42.5,21.3),(13.8,87.1,34.2)"
1302,Lab,L02,"(38.4,27.0,92.0),(52.0,37.2,113.7)"
1303,Engineering_Bay,EB01,"(0,0,689.5),(35.0,26.4,725.5)"
1304,Engineering_Bay,EB01,"(35.0,0,689.5),(78.3,22.1,731.4)"
1305,Lab,L04,"(13.8,42.5,21.3),(24.6,84.4,32.4)"
1306,Engineering_Bay,EB01,"(0,22.1,689.5),(46.0,47.6,706.2)"
1307,Lab,L02,"(52.0,27.0,92.0),(96.8,62.1,108.3)"
1308,Storage_Bay,TA01,"(80.9,88.3,283.7),(125.9,107.7,297.6)"
1309,Storage_Bay,TA01,"(0,107.7,283.7),(27.1,133.2,305.2)"
1310,Crew_Quarters,CQ01,"(19.4,0,1052.8),(54.3,41.6,1066.8)"
1311,Crew_Quarters,CQ01,"(0,0,1066.8),(16.6,21.2,1123.2)"
1312,Sanitation_Bay,SB03,"(0,23.1,0),(14.7,36.2,24.1)"
1313,Storage_Bay,TA01,"(27.1,107.7,283.7),(56.1,125.0,301.8)"
1314,Life_Support,LS05,"(61.6,57.7,0),(73.7,71.1,37.0)"
1315,Power_Bay,PB04,"(0,0,81.6),(49.7,66.5,83.3)"
1316,Engine_Bay,NA02,"(78.9,43.3,0),(126.1,79.6,34.2)"
1317,Airlock,A03,"(69.8,60.9,15.7),(114.8,91.6,41.7)"
1318,Lab,L01,"(12.9,0,326.0),(44.8,42.8,375.6)"
1319,Engine_Bay,NA01,"(29.4,0,41.0),(49.7,16.0,69.9)"
1320,Medical_Bay,EA02,"(21.7,0,249.3),(71.4,20.0,272.8)"
1321,Lab,L04,"(24.6,42.5,21.3),(66.9,58.2,56.6)"
1322,Storage_Bay,TA01,"(56.1,107.7,283.7),(91.8,123.4,318.5)"
1323,Airlock,A01,"(0,89.5,37.2),(34.8,104.3,77.8)"
1324,Storage_Bay,TA01,"(0,123.4,283.7),(49.5,137.8,303.6)"
1325,Medical_Bay,EA03,"(0,61.9,50.7),(19.9,86.8,72.8)"
1326,Crew_Quarters,CQ01,"(16.6,0,1066.8),(51.2,47.8,1104.6)"
1327,Command_Center,CC01,"(42.1,20.9,106.5),(77.1,33.6,124.5)"
1328,Engineering_Bay,EB01,"(46.0,22.1,689.5),(86.3,32.9,700.3)"
1329,Lab,L03,"(0,0,163.2),(11.1,25.1,173.8)"
1330,Lab,L02,"(0,0,108.3),(16.1,19.1,119.3)"
1331,Crew_Quarters,CQ01,"(0,0,1104.6),(27.9,22.5,1146.3)"
1332,Crew_Quarters,CQ01,"(0,0,1146.3),(18.9,34.6,1188.1)"
1333,Command_Center,CC03,"(0,0,83.9),(16.7,33.8,111.0)"
1334,Storage_Bay,TA01,"(49.5,123.4,283.7),(84.2,171.8,308.4)"
1335,Life_Support,LS02,"(0,0,75.7),(22.4,24.7,113.8)"
1336,Storage_Bay,TA01,"(0,0,308.4),(16.6,32.9,337.2)"
1337,Command_Center,CC02,"(18.2,80.1,12.9),(56.9,98.3,54.2)"
1338,Crew_Quarters,CQ01,"(18.9,0,1146.3),(54.2,20.6,1181.7)"
1339,Engineering_Bay,EB01,"(0,32.9,689.5),(47.5,45.4,736.9)"
1340,Lab,L03,"(11.1,0,163.2),(57.3,47.3,202.1)"
1341,Medical_Bay,EA03,"(19.9,61.9,50.7),(32.7,83.5,79.3)"
1342,Storage_Bay,TA01,"(16.6,0,308.4),(39.2,22.2,325.2)"
1343,Airlock,A01,"(34.8,89.5,37.2),(84.4,114.2,57.1)"
1344,Storage_Bay,TA01,"(39.2,0,308.4),(50.6,17.0,349.5)"
1345,Engineering_Bay,EB01,"(47.5,32.9,689.5),(66.5,51.7,703.3)"
1346,Maintenance_Bay,MB02,"(54.9,23.4,37.7),(83.4,34.3,49.8)"
1347,Airlock,A03,"(0,91.6,15.7),(12.2,114.2,63.7)"
1348,Storage_Bay,TA01,"(50.6,0,308.4),(94.6,29.0,336.4)"
1349,Lab,L04,"(66.9,42.5,21.3),(90.9,75.7,65.7)"
1350,Engineering_Bay,EB01,"(66.5,32.9,689.5),(89.9,59.8,704.0)"
1351,Crew_Quarters,CQ01,"(0,0,1181.7),(22.2,14.7,1205.4)"
1352,Engineering_Bay,EB01,"(0,0,704.0),(27.5,14.9,744.9)"
1353,Engineering_Bay,EB01,"(27.5,0,704.0),(52.2,38.5,721.6)"
1354,Lab,L02,"(16.1,0,108.3),(64.4,13.1,142.0)"
1355,Storage_Bay,TA01,"(0,29.0,308.4),(13.4,40.7,336.1)"
1356,Maintenance_Bay,MB04,"(0,34.4,44.0),(29.3,58.8,61.7)"
1357,Lab,L02,"(0,13.1,108.3),(17.8,27.8,123.6)"
1358,Greenhouse,G03,"(63.9,0,0),(84.8,27.7,27.7)"
1359,Cockpit,C02,"(0,38.6,99.5),(12.7,80.5,127.7)"
1360,External_Storage,ES04,"(0,0,100.5),(84.9,57.5,101.5)"
1361,Lab,L02,"(17.8,13.1,108.3),(61.5,30.6,134.2)"
1362,Power_Bay,PB05,"(127.5,0,2.2),(183.8,59.5,5.0)"
1363,Storage_Bay,TA01,"(13.4,29.0,308.4),(23.4,54.8,333.3)"
1364,Engineering_Bay,EB01,"(52.2,0,704.0),(85.5,33.8,737.3)"
1365,Lab,L04,"(90.9,42.5,21.3),(116.5,66.9,48.8)"
1366,Storage_Bay,TA01,"(23.4,29.0,308.4),(67.8,71.9,340.3)"
1367,Engineering_Bay,EB01,"(0,33.8,704.0),(49.9,45.5,728.9)"
1368,Crew_Quarters,CQ01,"(22.2,0,1181.7),(51.7,13.7,1193.9)"
1369,Life_Support,LS05,"(73.7,57.7,0),(99.0,83.5,45.0)"
1370,Engineering_Bay,EB01,"(49.9,33.8,704.0),(84.1,63.1,714.3)"
1371,Lab,L01,"(44.8,0,326.0),(66.6,38.7,370.0)"
1372,Engineering_Bay,EB01,"(0,0,714.3),(22.2,31.2,755.5)"
1373,Crew_Quarters,CQ01,"(0,0,1193.9),(32.3,35.3,1224.8)"
1374,Lab,L02,"(0,30.6,108.3),(26.5,55.4,121.3)"
1375,Command_Center,CC01,"(0,33.6,106.5),(40.0,79.2,152.4)"
1376,Engineering_Bay,EB01,"(22.2,0,714.3),(48.0,46.4,737.0)"
1377,Engineering_Bay,EB01,"(48.0,0,714.3),(79.8,46.7,744.3)"
1378,Lab,L04,"(116.5,42.5,21.3),(136.5,64.0,49.2)"
1379,External_Storage,ES04,"(0,0,101.5),(22.2,15.7,114.0)"
1380,Airlock,A02,"(0,0,154.9),(42.3,21.8,167.6)"
1381,Engineering_Bay,EB01,"(0,0,744.3),(21.2,36.5,755.4)"
1382,Lab,L02,"(26.5,30.6,108.3),(73.5,73.0,136.2)"
1383,Storage_Bay,TA01,"(0,71.9,308.4),(19.5,86.7,337.3)"
1384,Life_Support,LS02,"(0,24.7,75.7),(20.0,58.2,94.2)"
1385,Command_Center,CC03,"(16.7,0,83.9),(61.7,28.3,132.1)"
1386,Crew_Quarters,CQ01,"(0,0,1224.8),(36.4,30.3,1242.5)"
1387,Airlock,A02,"(42.3,0,154.9),(70.7,39.7,204.5)"
